Org.ID,Organization.Name,Umbrella,Subgroup,Type,Category,Alternate.Names,Umbrella.Name
ORG01294,NSZZ Solidarność Founding Committee in Pomorze,NSZZS,FCPOMO,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01295,NSZZ Solidarność Founding Committee State Clinical Hospital No. 4 Warsaw,NSZZS,FCSCH4,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01296,NSZZ Solidarność Founding Committee Stalowa Wola Steelworks,NSZZS,FCSWST,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01297,NSZZ Solidarność Founding Committee Szczecin Port Authority,NSZZS,FCSZPA,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01298,NSZZ Solidarność Founding Committee of the Workers' Houses of Culture,NSZZS,FCWHC,Opposition Group Leadership Body Regional or Local,Organization,Founding Committee of the Workers' Houses of Culture,NSZZ Solidarność Member
ORG01299,NSZZ Solidarność Founding Committee Warsaw Ochota Municipal Hospital,NSZZS,FCWOMH,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01300,NSZZ Solidarność Founding Committee Warsaw Television Works,NSZZS,FCWTW,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01301,NSZZ Solidarność Founding Committee Youth Publishing Agency,NSZZS,FCYPA,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01302,"NSZZ Solidarność Founding Committee ZAE ""Ema-Elester""",NSZZS,FCZAE,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01303,NSZZ Solidarność Founding Committee Copper Mining and Smelting Plant Lubin ZG Cuprum,NSZZS,FCZGC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01304,NSZZ Solidarność Founding Committee ZSO POLAM Gdańsk,NSZZS,FCZSO,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01305,NSZZ Solidarność Gdańsk Regional Board,NSZZS,GKRB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01306,NSZZ Solidarność Gdańsk Regional Coordinating Committee,NSZZS,GKRCC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01307,NSZZ Solidarność Gorzów Wielkopolska Regional Executive Committee,NSZZS,GWREC,Opposition Group Leadership Body Regional or Local,Organization,NZSS Solidarność Gorzów Wielkopolska Regional Executive Committee ; NSZZ Solidarnosc Gorzów Wielkopolska Regional Executive Committee,NSZZ Solidarność Member
ORG01308,NSZZ Solidarność Jastrębia-Zdroju Regional Executive Committee,NSZZS,JZREC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01309,NSZZ Solidarność Katowice Regional Board,NSZZS,KARB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01310,NSZZ Solidarność Katowice Regional Coordinating Committee,NSZZS,KARCC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01311,NSZZ Solidarność Katowice Regional Coordinating Committee for Healthcare,NSZZS,KARCCH,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01312,NSZZ Solidarność Katowice Regional Executive Committee,NSZZS,KAREC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01313,NSZZ Solidarność National Committee,NSZZS,KK,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01314,NSZZ Solidarność National Commission Center for Socio-Union Studies,NSZZS,KKCSUS,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01315,NSZZ Solidarność National Committee Delegate on the Higher Education Law,NSZZS,KKDHEL,Opposition Group Leadership Body National,Organization,Pelnomocnik ds. opracowania ustawy o skolnictwa wyzszym,NSZZ Solidarność Member
ORG01316,NSZZ Solidarność National Committee Center for Socio-Professional Work,NSZZS,KKOSP,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01317,NSZZ Solidarność Commission for National Understanding,NSZZS,KKP,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01318,NSZZ Solidarność National Committee Presidium,NSZZS,KKPR,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01319,NSZZ Solidarność National Executive Commission,NSZZS,KKW,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01320,NSZZ Solidarność Committee for the Defense of Prisoners of Conscience,NSZZS,KOWZP,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01321,NSZZ Solidarność Krakow Liaison Committee with Scientists,NSZZS,KRLCS,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Kraków Liaison Committee with Scientists ; NSZZ Solidarność Kraków Liaison Committee with Scientists,NSZZ Solidarność Member
ORG01322,NSZZ Solidarność Lower Silesia Regional Coordinating Committee for Healthcare,NSZZS,LSRCCH,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01323,NSZZ Solidarność Lower Silesia Regional Executive Committee,NSZZS,LSREC,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Lower Silesia Regional Executive Commission ; NSZZ Solidarność Lower Silesia Regional Executive Commission,NSZZ Solidarność Member
ORG01324,NSZZ Solidarność Lower Silesia Regional Executive Committee Center for Social Research,NSZZS,LSRECSR,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01325,NSZZ Solidarność Lower Silesia Region,NSZZS,LSREG,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01326,NSZZ Solidarność Łódź Regional Board,NSZZS,LZRB,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Lódz Regional Board Presidium ; NSZZ Solidarność Łódź Regional Board Presidium,NSZZ Solidarność Member
ORG01327,NSZZ Solidarność Łódź Regional Executive Committee,NSZZS,LZREC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01328,NSZZ Solidarność Łódź Regional Organizing Committee,NSZZS,LZROC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01329,NSZZ Solidarność Mazowia Regional Board,NSZZS,MARB,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarność Mazowsze Regional Board,NSZZ Solidarność Member
ORG01330,NSZZ Solidarność Mazowia Regional Board Center for Education and Learning,NSZZS,MARBCEL,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarność Mazowsze Regional Board Center for Education and Learning,NSZZ Solidarność Member
ORG01331,NSZZ Solidarność Mazowia Regional Board Center for Social Research,NSZZS,MARBESR,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarność Mazowsze Regional Board Center for Social Research,NSZZ Solidarność Member
ORG01332,NSZZ Solidarność Mazowia Regional Coordinating Committee for Healthcare,NSZZS,MARCCH,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarność Mazowsze Regional Coordinating Committee for Healthcare,NSZZ Solidarność Member
ORG01333,NSZZ Solidarność Mazowia Regional Executive Commission,NSZZS,MAREC,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarność Mazowsze Regional Executive Commission,NSZZ Solidarność Member
ORG01334,NSZZ Solidarność Mazowia General Assembly,NSZZS,MAZGA,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarność Walny Zgromadzenie Regionu Mazowia ; NSZZ Solidarność Mazowsze General Assembly ; NSZZ Solidarność Walny Zgromadzenie Regionu Mazowsze,NSZZ Solidarność Member
ORG01335,NSZZ Solidarność Małopolska/Kraków Regional Committee,NSZZS,MKRC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01336,NSZZ Solidarność Małopolska Regional Board,NSZZS,MPRB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01337,NSZZ Solidarność Małopolska Regional Executive Board,NSZZS,MPREB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01338,NSZZ Solidarność National Audit Committee,NSZZS,"NAC",Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01339,NSZZ Solidarność National Coordinating Committee for Healthcare,NSZZS,NCCH,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01340,NSZZ Solidarność National Coordinating Committee for Justice Ministry Workers,NSZZS,NCCJMW,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01341,NSZZ Solidarność National Coordinating Committee for Science,NSZZS,NCCS,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01342,"NSZZ Solidarność Organizational Committee Main Center for the Research and Design of Open Pit Mining ""Poltegor""",NSZZS,OCMCRDOP,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01343,NSZZ Solidarność Organizational Committee Opole Industrial Construction Enterprise No. 1 Management Works,NSZZS,OCOICE1,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01344,NSZZ Solidarność Organizing Committee Ursus Mechanical Factory,NSZZS,OCUMF,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01345,NSZZ Solidarność Office of Lech Walęsa,NSZZS,OLW,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01346,NSZZ Solidarność Podbieskidzie Regional Board Presidium,NSZZS,PBRBP,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01347,NSZZ Solidarność Podbieskidzie Regional Organizing Committee,NSZZS,PBROC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01348,NSZZ Solidarność Press Information Bureau,NSZZS,PIB,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01349,NSZZ Solidarność Piotrków Regional Board,NSZZS,PIRB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01350,NSZZ Solidarność Regional Strike Committee Lower Silesia Social Audit Commission,NSZZS,RSCLSSAC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01351,NSZZ Solidarność Rzeszów Structures,NSZZS,RZS,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01352,NSZZ Solidarność Sandomierz Regional Board,NSZZS,SANRB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01353,NSZZ Solidarność Strike Committee Gdańsk Shipyards (August 1988),NSZZS,SCGDSA88,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01354,NSZZ Solidarność Strike Committee Gdańsk Shipyards (April 1988),NSZZS,SCGDSAP88,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01355,NSZZ Solidarność Silesia-Dąbrowski Regional Board Audit Committee,NSZZS,SDRBAC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01356,NSZZ Solidarność Silesia-Dąbrowski Regional Consultative Committee,NSZZS,SDRCC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01357,NSZZ Solidarność Silesia-Dąbrowski Regional Executive Committee,NSZZS,SDREC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01358,NSZZ Solidarność Secret Factory Committee PAN Institute of Fundamental Technological Research,NSZZS,SFCPANIFT,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01359,NSZZ Solidarność Secret Factory Committee PAN Institute of Philosophy and Sociology,NSZZS,SFCPANIPS,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Secret Factory Committee PAN Institute of Philosophy and Sociologysc PAN Institute of Philosophy and Sociology ; NSZZ Solidarność Secret Factory Committee PAN Institute of Philosophy and Sociologyść PAN Institute of Philosophy and Sociology,NSZZ Solidarność Member
ORG01360,NSZZ Solidarność Secret Factory Committee PAN Kraków,NSZZS,SFCPANK,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Secret Factory Committee PAN ; NSZZ Solidarność Secret Factory Committee PAN,NSZZ Solidarność Member
ORG01361,NSZZ Solidarność Secret Factory Committee Jagiellonian University,NSZZS,SFCUJ,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01362,NSZZ Solidarność Social Fund,NSZZS,SOCFUN,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01363,NSZZ Solidarność środkowo-Wschodny Regional Board (Lublin),NSZZS,SWRB,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc srodkowo-Wschodny Regional Board (Lublin) ; NSZZ Solidarność środkowo-Wschodny Regional Board (Lubliń),NSZZ Solidarność Member
ORG01364,NSZZ Solidarność środkowo-Wschodny Regional Board (Lublin) Center for Social Research,NSZZS,SWRBCSR,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc srodkowo-Wschodny Regional Board (Lublin) Center for Social Research ; NSZZ Solidarność środkowo-Wschodny Regional Board (Lubliń) Center for Social Research,NSZZ Solidarność Member
ORG01365,NSZZ Solidarność Szczecin Regional Board,NSZZS,SZRB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01366,NSZZ Solidarność Temporary Board in Pomorze,NSZZS,TBPO,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01367,NSZZ Solidarność Temporary Board of the Środkowo-Wschodni Region (Lubliń),NSZZS,TBSWR,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Temporary Board of the Srodkowo-Wschodni Region (Lublin) Distributor ; NSZZ Solidarność Temporary Board of the Środkowo-Wschodni Region (Lubliń) Distributor,NSZZ Solidarność Member
ORG01368,NSZZ Solidarność Temporary Board Stalowa Wola Steelworks,NSZZS,TBSWST,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01369,NSZZ Solidarność Temporary Factory Committee State Clinical Hospital No. 4 Warsaw,NSZZS,TFCH4W,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01370,NSZZ Solidarność Temporary Factory Committee Institute of Pedagogical Research,NSZZS,TFCIPR,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01371,NSZZ Solidarność Temporary Factory Committee KWK Andaluzja,NSZZS,TFCKWKA,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01372,NSZZ Solidarność Temporary Factory Committee Lublin,NSZZS,TFCL,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Temporary Factory Committee Lublin ; NSZZ Solidarność Temporary Factory Committee Lubliń,NSZZ Solidarność Member
ORG01373,NSZZ Solidarność Temporary Factory Committee Medical Academy Poznań,NSZZS,TFCMEDAP,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01374,NSZZ Solidarność Temporary Factory Committee PAN Institute of History,NSZZS,TFCPANIH,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01375,NSZZ Solidarność Temporary Factory Committee Lenin Shipyards Gdańsk,NSZZS,TFCPLSGD,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01376,NSZZ Solidarność Temporary Factory Committee Small Vehicle Factory Bialsko-Biały,NSZZS,TFCSMVF,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01377,NSZZ Solidarność Temporary Factory Committee Ursus Mechanical Factory,NSZZS,TFCUMF,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01378,NSZZ Solidarność Temporary Factory Committee Warsaw University,NSZZS,TFCUW,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01379,NSZZ Solidarność Temporary Factory Committee Warsaw Television Works,NSZZS,TFCWTW,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01380,NSZZ Solidarność Temporary Coordinating Commission,NSZZS,TKK,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01381,NSZZ Solidarność Torun Regional Board,NSZZS,TORB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01382,NSZZ Solidarność Torun Regional Coordinating Commission,NSZZS,TORCC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01383,NSZZ Solidarność Torun Regional Executive Committee,NSZZS,TOREC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01384,NSZZ Solidarność Temporary Presidium of the Commission for National Understanding,NSZZS,TPRKKP,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01385,NSZZ Solidarność Temporary Council,NSZZS,TR,Opposition Group Leadership Body National,Organization,NA,NSZZ Solidarność Member
ORG01386,NSZZ Solidarność Temporary Regional Board Gdańsk (1988),NSZZS,TRBGD,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarnosc Temporary Regional Board Gdansk ; NSZZ Solidarność Temporary Regional Board Gdańsk,NSZZ Solidarność Member
ORG01387,NSZZ Solidarność Temporary Regional Board Małopolska,NSZZS,TRBMP,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01388,NSZZ Solidarność Temporary Regional Board Sląsk Opole,NSZZS,TRBSO,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01389,NSZZ Solidarność Temporary Workers Council Warsaw Steelworks,NSZZS,TWCWS,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01390,NSZZ Solidarność University Extension Workers Mazowia,NSZZS,UEWM,Opposition Group Leadership Body Regional or Local,Organization,NSZZ Solidarność University Extension Workers Mazowsze,NSZZ Solidarność Member
ORG01391,NSZZ Solidarność Workers Committee Lenin Steel Works,NSZZS,WCLSW,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01392,NSZZ Solidarność Workers Council Warsaw Steelworks,NSZZS,WCWS,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01393,NSZZ Solidarność Western Pomerania Coordinating Commission,NSZZS,WPCC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01394,NSZZ Solidarność Wielkopolska Regional Board,NSZZS,WPRB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01395,NSZZ Solidarność Wielkopolska Temporary Regional Board,NSZZS,WPTRB,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01396,NSZZ Solidarność Wielkopolska Temporary Regional Council,NSZZS,WPTRC,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01397,NSZZ Solidarność Workers Strike Committee Lower Silesia,NSZZS,WSCLS,Opposition Group Leadership Body Regional or Local,Organization,NA,NSZZ Solidarność Member
ORG01398,NSZZ Scientific Technical and Educational Workers,NSZZST,PNTIO,PRL NGO,Organization,NA,NSZZ Scientific Technical and Educational Workers
ORG01399,NSZZ Shipyard Workers Szczecin Repair Shipyard,NSZZSWS,,PRL NGO,Organization,NA,NSZZ Shipyard Workers Szczecin Repair Shipyard
ORG01400,Indepdent Television Mistrzejowice,NTM,,Independent Society,Organization,NA,Indepdent Television Mistrzejowice
ORG01401,"""NTO""",NTO,,Periodical,Organization,NA,"""NTO"""
ORG01402,National Water Authority,NWA,,Government Leadership Body National,Organization,NA,National Water Authority
ORG01403,"""Nasze Wiadomości""",NWIA,,Periodical,Organization,NA,"""Nasze Wiadomości"""
ORG01404,Nysa Factory for Research Support,NYSA,,Factory,Organization,NA,Nysa Factory for Research Support
ORG01405,NZS,NZS,,Opposition Group,Mass Organization,NA,NZS
ORG01406,NZS Intercollegiate Coordinating Commission,NZS,ICC,Opposition Group Leadership Body National,Organization,NA,NZS
ORG01407,NZS Intercollegiate Coordinating Commission Gdańsk,NZS,ICCGK,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01408,NZS Intercollegiate Coordinating Commission Warsaw,NZS,ICCWAW,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01409,NZS National Audit Commission,NZS,"NAC",Opposition Group Leadership Body National,Organization,Komisja Rewizyjna NZS,NZS
ORG01410,NZS National Coordinating Commission,NZS,NCC,Opposition Group Leadership Body National,Organization,NA,NZS
ORG01411,NZS University Committee Gdańsk University,NZS,UCGU,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01412,NZS University Committee Catholic University of Lubliń,NZS,UCKUL,Opposition Group Leadership Body Regional or Local,Organization,NZS University Committee Catholic University Lublin ; NZS University Committee Catholic University Lubliń,NZS
ORG01413,NZS University Committee Medical Academy Gdańsk,NZS,UCMEDAG,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01414,NZS University Committee State Higher School of Fine Arts Gdańsk,NZS,UCSHSFA,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01415,NZS University Committee Jagiellonian University,NZS,UCUJ,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01416,NZS University Committee Warsaw University,NZS,UCUW,Opposition Group Leadership Body Regional or Local,Organization,NZS Warsaw University,NZS
ORG01417,NZS University Committee Warsaw Academy of Medicine,NZS,UCWAM,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01418,NZS University Committee Warsaw Politechnic,NZS,UCWPOLY,Opposition Group Leadership Body Regional or Local,Organization,NZS Warsaw Polytechnic,NZS
ORG01419,NZS University Committee Wrocław,NZS,UCWR,Opposition Group Leadership Body Regional or Local,Organization,NA,NZS
ORG01420,Office of the Association of the Free University of Poland Bydgoszcz,OAFUPB,,Independent Society,Organization,Office of the Association of the Free University of Poland in Bydgoszcz,Office of the Association of the Free University of Poland Bydgoszcz
ORG01421,"""Obrona""",OBRO,,Periodical,Organization,NA,"""Obrona"""
ORG01422,"""Obserwator Wielkopolski""",OBSW,,Periodical,Organization,NA,"""Obserwator Wielkopolski"""
ORG01423,Organizational Committee at the Medical Academy and State Clinical Hospital Kraków,OCMAK,,Opposition Group Leadership Body Regional or Local,Organization,NA,Organizational Committee at the Medical Academy and State Clinical Hospital Kraków
ORG01424,Organizing Committee of Self-Governing Workers ZSO POLAM,OCSGWZ,,Opposition Group Leadership Body Regional or Local,Organization,NA,Organizing Committee of Self-Governing Workers ZSO POLAM
ORG01425,"""Odnowic""",Odno,,Periodical,Organization,NA,"""Odnowic"""
ORG01426,"""Odrze""",ODR,,Periodical,Organization,NA,"""Odrze"""
ORG01427,"""Odra""",Odra,,Periodical,Organization,NA,"""Odra"""
ORG01428,Office of Design and Research of Industrial System in Warsaw,ODRISW,,Factory,Organization,NA,Office of Design and Research of Industrial System in Warsaw
ORG01429,"""Odrodzenie""",Odrodz,,Periodical,Organization,NA,"""Odrodzenie"""
ORG01430,Office of Environmental Protection and Water Management,OEP,,Government Leadership Body Regional or Local,Organization,NA,Office of Environmental Protection and Water Management
ORG01431,Center for Agricultural Mechanization Jasieńec,OKMRJas,,Factory,Organization,NA,Center for Agricultural Mechanization Jasieńec
ORG01432,OKN Education Culture Science,OKN,,Independent Society,Organization,Oswiata-Kultura-Nauka (OKNo) ; OKN,OKN Education Culture Science
ORG01433,National Committee for the Restoration of Krakow Monuments,OKOZKr,,Government Agency Regional or Local,Organization,Ogolnoposka Komitet Odnowy Zabytów Krakowa,National Committee for the Restoration of Krakow Monuments
ORG01434,Citizens Committee to Rebuild the Royal Castle Warsaw,OKOZKW,,PRL NGO,Organization,Obywatelskiego Komitetu Odbudowy Zamek Krolewskiej w Warszawie,Citizens Committee to Rebuild the Royal Castle Warsaw
ORG01435,National Peace Coalition,OKP,,PRL NGO,Organization,Ogólnopolskiej Koalicji Pokoju,National Peace Coalition
ORG01436,Our Lady of Częstochowa in Piastów,OLCP,,Charitable or Humanitarian Organization,Organization,NA,Our Lady of Częstochowa in Piastów
ORG01437,Open Letter to Enrico Berlinguera,OLETEB,,Protest Statement,Event,NA,Open Letter to Enrico Berlinguera
ORG01438,Open Letter to General Jaruzelski regarding Grzegorz Przemyk,OLETGJ,,Protest Statement,Event,NA,Open Letter to General Jaruzelski regarding Grzegorz Przemyk
ORG01439,Open Letter for the Movement for Ecological Self-defense,OLETMESD,,Protest Statement,Event,NA,Open Letter for the Movement for Ecological Self-defense
ORG01440,Open Letter to Party Members,OLETPM,,Protest Statement,Event,NA,Open Letter to Party Members
ORG01441,Open Letter to the Sejm protesting the De-legalization of Solidarność,OLETSDS,,Protest Statement,Event,NA,Open Letter to the Sejm protesting the De-legalization of Solidarność
ORG01442,Open Letter to Teachers and Educators,OLETTE,,Protest Statement,Event,NA,Open Letter to Teachers and Educators
ORG01443,"Organization of School Youth ""Spartacus""",OMSS,,PRL NGO,Organization,NA,"Organization of School Youth ""Spartacus"""
ORG01444,Office of the Ombudsman for Civil Rights,OOCR,,Government Leadership Body National,Organization,NA,Office of the Ombudsman for Civil Rights
ORG01445,District Methodology Center Poznan,OOMPoz,,Government Agency Regional or Local,Organization,NA,District Methodology Center Poznan
ORG01446,Olsztyn Provincial Hospital,OPH,,Medical Facility,Organization,NA,Olsztyn Provincial Hospital
ORG01447,"""Opinia""",OPIN,,Periodical,Organization,NA,"""Opinia"""
ORG01448,District Postal and Telecommunications Office Poznan,OPiTPoz,,Factory,Organization,Okręgu Poczty i Telekomunikacji,District Postal and Telecommunications Office Poznan
ORG01449,Post and Telecommunications Office Tarnobrzeg,OPiTTar,,Government Agency Regional or Local,Organization,NA,Post and Telecommunications Office Tarnobrzeg
ORG01450,All-Poland Alliance of Trade Unions Member,OPZZ,,PRL NGO,Mass Organization,OPZZ ; All-Poland Alliance of Trade Unions (OPZZ),All-Poland Alliance of Trade Unions Member
ORG01451,OPZZ Committee for Control and Intervention,OPZZ,CCiI,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01452,OPZZ Committee for the Defense of Work Health and the Environment,OPZZ,CDWHiE,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01453,OPZZ Committee for Pensions and Retirement,OPZZ,CPR,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01454,OPZZ Executive Committee,OPZZ,ExCo,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01455,OPZZ Economic Commission,OPZZ,KE,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01456,OPZZ Commission for International Cooperation,OPZZ,KSW,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01457,OPZZ Founding Committee,OPZZ,KZ,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01458,OPZZ Council,OPZZ,Rad,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01459,OPZZ Labor Veterans Council,OPZZ,RWP,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01460,OPZZ Department of Press and Information,OPZZ,WPiI,PRL NGO Leadership Body National,Organization,NA,All-Poland Alliance of Trade Unions Member
